rfi_bin_bots,rfi_bin_tops,kurt
1964.5000038146973,1964.625003784895,5949.946169324517
1964.6250038146973,1964.750003784895,2487.161967404463
1964.7500038146973,1964.875003784895,3606.090981485685
1964.8750038146973,1965.000003784895,5191.660274598059
1965.0000038146973,1965.125003784895,14881.422408889133
1965.1250038146973,1965.250003784895,10147.506632355651
1965.2500038146973,1965.375003784895,4428.542401506921
1965.3750038146973,1965.500003784895,6174.975235957026
1965.5000038146973,1965.625003784895,95.35092119757314
1965.6250038146973,1965.750003784895,96.42824164457647
1965.7500038146973,1965.875003784895,136.0037842984094
1965.8750038146973,1966.000003784895,256.482045355463
1966.0000038146973,1966.125003784895,218.41243953072512
1966.1250038146973,1966.250003784895,140.0430250521498
1966.2500038146973,1966.375003784895,253.44745278767675
1966.3750038146973,1966.500003784895,199.85026625414818
1966.5000038146973,1966.625003784895,120.54186104012432
1966.6250038146973,1966.750003784895,218.79503800616337
1966.7500038146973,1966.875003784895,114.4757930345988
1966.8750038146973,1967.000003784895,230.99290446778028
1967.0000038146973,1967.125003784895,110.64228232804133
1967.1250038146973,1967.250003784895,90.54257557789377
1967.2500038146973,1967.375003784895,126.8752552777076
1967.3750038146973,1967.500003784895,138.35184893321917
1967.5000038146973,1967.625003784895,88.44066750951765
1967.6250038146973,1967.750003784895,121.40077077763686
1967.7500038146973,1967.875003784895,152.19824195554895
1967.8750038146973,1968.000003784895,99.66048653644266
1968.0000038146973,1968.125003784895,140.67270016157732
1968.1250038146973,1968.250003784895,212.92703211334515
1968.2500038146973,1968.375003784895,146.99574300902614
1968.3750038146973,1968.500003784895,129.90384330192236
1968.5000038146973,1968.625003784895,93.23013717380913
1968.6250038146973,1968.750003784895,150.79916919898463
1968.7500038146973,1968.875003784895,116.3820746121631
1968.8750038146973,1969.000003784895,163.94122530010267
1969.0000038146973,1969.125003784895,108.16037592020436
1969.1250038146973,1969.250003784895,132.01841547011577
1969.2500038146973,1969.375003784895,137.14464899844333
1969.3750038146973,1969.500003784895,156.61923980198895
1969.5000038146973,1969.625003784895,165.19177302030042
1969.6250038146973,1969.750003784895,121.75838761409658
1969.7500038146973,1969.875003784895,62.560461965475795
1969.8750038146973,1970.000003784895,22.378409663689926
1970.0000038146973,1970.125003784895,23.034594810423926
1970.1250038146973,1970.250003784895,188.95250772631744
1970.2500038146973,1970.375003784895,332.7869082995274
1970.3750038146973,1970.500003784895,186.59781720476917
1970.5000038146973,1970.625003784895,10.19508228492776
1970.6250038146973,1970.750003784895,7.834984680566404
1970.7500038146973,1970.875003784895,76.80918194149234
1970.8750038146973,1971.000003784895,18.219370977711762
1971.0000038146973,1971.125003784895,17.412622554933947
1971.1250038146973,1971.250003784895,16.573836271687235
1971.2500038146973,1971.375003784895,7.568910835713643
1971.3750038146973,1971.500003784895,14.811386269511459
1971.5000038146973,1971.625003784895,9.316620346332522
1971.6250038146973,1971.750003784895,7.778779286398876
1971.7500038146973,1971.875003784895,13.16504579063363
1971.8750038146973,1972.000003784895,15.992491602454031
1972.0000038146973,1972.125003784895,18.78714583199715
1972.1250038146973,1972.250003784895,18.719469610299168
1972.2500038146973,1972.375003784895,29.574564547806006
1972.3750038146973,1972.500003784895,8.626480708213462
1972.5000038146973,1972.625003784895,10.14299753660976
1972.6250038146973,1972.750003784895,40.24483289585491
1972.7500038146973,1972.875003784895,1335.8636586771038
1972.8750038146973,1973.000003784895,21.415097273160928
1973.0000038146973,1973.125003784895,15.185857648448952
1973.1250038146973,1973.250003784895,11.899040257654319
1973.2500038146973,1973.375003784895,5.365559503675684
1973.3750038146973,1973.500003784895,6.769350996801872
1973.5000038146973,1973.625003784895,5.945425383174408
1973.7500038146973,1973.875003784895,9.506281485684509
1973.8750038146973,1974.000003784895,13.983654309079359
1974.0000038146973,1974.125003784895,13.718533005681476
1974.1250038146973,1974.250003784895,10.756340860965569
1974.5000038146973,1974.625003784895,5.971639357933308
1974.6250038146973,1974.750003784895,6.127692499740741
1974.7500038146973,1974.875003784895,10.991142997493359
1974.8750038146973,1975.000003784895,29.408861205791595
1975.0000038146973,1975.125003784895,32.764691876910106
1975.1250038146973,1975.250003784895,15.552852021741572
1975.2500038146973,1975.375003784895,142.6571124701352
1975.3750038146973,1975.500003784895,6.840605216891188
1975.7500038146973,1975.875003784895,8.331392993767022
1975.8750038146973,1976.000003784895,14.898347524615748
1976.0000038146973,1976.125003784895,17.413201269203885
1976.1250038146973,1976.250003784895,11.106192937231182
1976.5000038146973,1976.625003784895,6.056586274583854
1976.7500038146973,1976.875003784895,15.947211619419555
1976.8750038146973,1977.000003784895,15.571555995424127
1977.0000038146973,1977.125003784895,16.469529629089763
1977.1250038146973,1977.250003784895,11.688921243081902
1977.2500038146973,1977.375003784895,5.609088323234367
1977.5000038146973,1977.625003784895,5.903610558959521
1977.6250038146973,1977.750003784895,5.428522683163752
1977.7500038146973,1977.875003784895,17.116909525998715
1977.8750038146973,1978.000003784895,26.770688819426393
1978.0000038146973,1978.125003784895,50.07572411258429
1978.1250038146973,1978.250003784895,20.35843816892097
1978.2500038146973,1978.375003784895,12.626357708129742
1978.3750038146973,1978.500003784895,16.01723297606598
1978.5000038146973,1978.625003784895,24.57476020793617
1978.6250038146973,1978.750003784895,9.63624426553499
1978.7500038146973,1978.875003784895,40.53049357973522
1978.8750038146973,1979.000003784895,49.87750299695693
1979.0000038146973,1979.125003784895,108.03918901908119
1979.1250038146973,1979.250003784895,81.05604468146825
1979.2500038146973,1979.375003784895,21.175621015025186
1979.3750038146973,1979.500003784895,33.029576396285286
1979.5000038146973,1979.625003784895,15.755057092905176
1979.6250038146973,1979.750003784895,11.048960056658585
1979.7500038146973,1979.875003784895,25.484652528560712
1979.8750038146973,1980.000003784895,43.38734368181347
1980.0000038146973,1980.125003784895,38.704260917245215
1980.1250038146973,1980.250003784895,28.141074784939143
1980.2500038146973,1980.375003784895,10.536638045613094
1980.3750038146973,1980.500003784895,11.811872774549185
1980.5000038146973,1980.625003784895,21.974448886855036
1980.6250038146973,1980.750003784895,52.21814755536546
1980.7500038146973,1980.875003784895,1699.9724365015074
1980.8750038146973,1981.000003784895,39.94561095889081
1981.0000038146973,1981.125003784895,24.649242194101493
1981.1250038146973,1981.250003784895,22.942074692875877
1981.5000038146973,1981.625003784895,28.297530315095965
1981.7500038146973,1981.875003784895,10.086618099819104
1981.8750038146973,1982.000003784895,21.357959091306167
1982.0000038146973,1982.125003784895,22.40301065165501
1982.1250038146973,1982.250003784895,11.707823106821932
1982.5000038146973,1982.625003784895,72.5560804425564
1982.6250038146973,1982.750003784895,45.0993378576908
1982.7500038146973,1982.875003784895,101.64713544484549
1982.8750038146973,1983.000003784895,218.45417266203506
1983.0000038146973,1983.125003784895,477.53366570748324
1983.1250038146973,1983.250003784895,63.14153957488513
1983.2500038146973,1983.375003784895,40.510452020296114
1983.3750038146973,1983.500003784895,62.38853388574242
1983.5000038146973,1983.625003784895,40.249741978082035
1983.6250038146973,1983.750003784895,49.25165143320949
1983.7500038146973,1983.875003784895,56.81021953552347
1983.8750038146973,1984.000003784895,68.44624362571965
1984.0000038146973,1984.125003784895,80.80708279911964
1984.1250038146973,1984.250003784895,134.17543306036197
1984.2500038146973,1984.375003784895,48.21177339140106
1984.3750038146973,1984.500003784895,46.65277073709367
1984.5000038146973,1984.625003784895,101.54206110988964
1984.6250038146973,1984.750003784895,53.389057041637436
1984.7500038146973,1984.875003784895,91.21818469023312
1984.8750038146973,1985.000003784895,178.80341533419232
1985.0000038146973,1985.125003784895,129.62001945056568
1985.1250038146973,1985.250003784895,120.42280036163312
1985.2500038146973,1985.375003784895,47.14457164488831
1985.3750038146973,1985.500003784895,62.64235936599374
1985.5000038146973,1985.625003784895,66.9470853223232
1985.6250038146973,1985.750003784895,51.48103113223165
1985.7500038146973,1985.875003784895,98.0462961565062
1985.8750038146973,1986.000003784895,136.47038539534776
1986.0000038146973,1986.125003784895,220.46663866547257
1986.1250038146973,1986.250003784895,138.55523096309102
1986.2500038146973,1986.375003784895,97.0783958348715
1986.3750038146973,1986.500003784895,62.567954107786434
1986.5000038146973,1986.625003784895,72.90312918407199
1986.6250038146973,1986.750003784895,84.44074612113327
1986.7500038146973,1986.875003784895,75.44057120211943
1986.8750038146973,1987.000003784895,135.3565466574548
1987.0000038146973,1987.125003784895,111.9095782743487
1987.1250038146973,1987.250003784895,100.74643924592526
1987.2500038146973,1987.375003784895,38.323344432217155
1987.3750038146973,1987.500003784895,74.37043973076773
1987.5000038146973,1987.625003784895,55.24737126257818
1987.6250038146973,1987.750003784895,75.11884883449983
1987.7500038146973,1987.875003784895,67.30754593491356
1987.8750038146973,1988.000003784895,113.44222778351008
1988.0000038146973,1988.125003784895,72.59346340586706
1988.1250038146973,1988.250003784895,81.36185485272605
1988.2500038146973,1988.375003784895,66.59728899714555
1988.3750038146973,1988.500003784895,59.98181622545713
1988.5000038146973,1988.625003784895,62.68068096197568
1988.6250038146973,1988.750003784895,58.483819007608524
1988.7500038146973,1988.875003784895,59.16818569418909
1988.8750038146973,1989.000003784895,75.89546573568987
1989.0000038146973,1989.125003784895,131.87372020288583
1989.1250038146973,1989.250003784895,97.31852959344126
1989.2500038146973,1989.375003784895,68.27893362166814
1989.3750038146973,1989.500003784895,54.370989091198474
1989.5000038146973,1989.625003784895,89.37588176442159
1989.6250038146973,1989.750003784895,59.035147565241516
1989.7500038146973,1989.875003784895,120.93159440641013
1989.8750038146973,1990.000003784895,117.7448102758472
1990.0000038146973,1990.125003784895,91.07180201339521
1990.1250038146973,1990.250003784895,123.33397233721941
1990.2500038146973,1990.375003784895,125.05469697099025
1990.3750038146973,1990.500003784895,64.03748153281842
1990.5000038146973,1990.625003784895,69.63242962092423
1990.6250038146973,1990.750003784895,66.10178117227044
1990.7500038146973,1990.875003784895,103.08078234794871
1990.8750038146973,1991.000003784895,115.31513105322954
1991.0000038146973,1991.125003784895,121.00740450337022
1991.1250038146973,1991.250003784895,284.3999872588869
1991.2500038146973,1991.375003784895,51.01412633098568
1991.3750038146973,1991.500003784895,45.91323426746862
1992.7500038146973,1992.875003784895,50.64865877067583
1992.8750038146973,1993.000003784895,144.87056183062063
1993.0000038146973,1993.125003784895,276.25066295452774
1993.1250038146973,1993.250003784895,436.9758256811658
1993.2500038146973,1993.375003784895,23.18792085077109
1993.3750038146973,1993.500003784895,8.064077311955685
1993.5000038146973,1993.625003784895,20.350879325732457
1993.6250038146973,1993.750003784895,17.347574856424025
1993.7500038146973,1993.875003784895,61.85628739327524
1993.8750038146973,1994.000003784895,166.03029380981596
1994.0000038146973,1994.125003784895,411.27764911574036
1994.1250038146973,1994.250003784895,170.77185003639767
1994.2500038146973,1994.375003784895,30.86046379018883
1994.3750038146973,1994.500003784895,124.48253800667563
1994.5000038146973,1994.625003784895,122.4981464331973
1994.6250038146973,1994.750003784895,49.06516769914724
1994.7500038146973,1994.875003784895,116.77275373107673
1994.8750038146973,1995.000003784895,250.0056654657525
1995.0000038146973,1995.125003784895,156.5910341482974
1995.1250038146973,1995.250003784895,51.37757006414445
1995.3750038146973,1995.500003784895,12.250662727945183
1995.6250038146973,1995.750003784895,44.85290424515376
1995.7500038146973,1995.875003784895,180.8611734007031
1995.8750038146973,1996.000003784895,688.693453894224
1996.0000038146973,1996.125003784895,466.82411861123705
1996.1250038146973,1996.250003784895,68.08306731485442
rfi_bin_bots,rfi_bin_tops,kurt
2092.5000038146973,2092.625003784895,8167.552243849219
2092.6250038146973,2092.750003784895,3954.590424697363
2092.7500038146973,2092.875003784895,5160.449558518057
2092.8750038146973,2093.000003784895,8644.521668768712
2093.0000038146973,2093.125003784895,22.14608075044976
2093.2500038146973,2093.375003784895,151.80815167356693
2093.3750038146973,2093.500003784895,15158.541200956442
2093.8750038146973,2094.000003784895,27.551821086608346
2094.0000038146973,2094.125003784895,23.635246264148943
2094.2500038146973,2094.375003784895,18.528579969232204
2094.8750038146973,2095.000003784895,46.14363136425643
2095.0000038146973,2095.125003784895,56.115347774584194
2095.8750038146973,2096.000003784895,41.6432596924332
2096.0000038146973,2096.125003784895,4682.278845280345
2096.1250038146973,2096.250003784895,5.696434652629586
2096.7500038146973,2096.875003784895,55.28569724546756
2096.8750038146973,2097.000003784895,123.96375086293246
2097.0000038146973,2097.125003784895,263.68274123915296
2097.1250038146973,2097.250003784895,57.91225586272819
2097.3750038146973,2097.500003784895,8.163041274775125
2097.5000038146973,2097.625003784895,5.475252767668973
2097.6250038146973,2097.750003784895,11.286677548944002
2097.7500038146973,2097.875003784895,73.74143781149635
2097.8750038146973,2098.000003784895,348.7373494251056
2098.0000038146973,2098.125003784895,186.22739876397404
2098.1250038146973,2098.250003784895,42.77564520189365
2098.7500038146973,2098.875003784895,17.033065129084296
2098.8750038146973,2099.000003784895,2856.7971588258147
2099.0000038146973,2099.125003784895,65.75905925174453
2099.1250038146973,2099.250003784895,15.909224005672343
2099.3750038146973,2099.500003784895,5.399673458403377
2099.5000038146973,2099.625003784895,206.65314783693142
2099.6250038146973,2099.750003784895,55.94339742303921
2099.7500038146973,2099.875003784895,297.13076958647
2099.8750038146973,2100.000003784895,381.31916159822566
2100.0000038146973,2100.125003784895,504.2471360040417
2100.1250038146973,2100.250003784895,453.2971338338029
2100.2500038146973,2100.375003784895,737.0103635067375
2100.3750038146973,2100.500003784895,652.5559007989787
2100.5000038146973,2100.625003784895,398.90735595946865
2100.6250038146973,2100.750003784895,684.8669389402721
2100.7500038146973,2100.875003784895,700.3444152512945
2100.8750038146973,2101.000003784895,556.5978504588293
2101.0000038146973,2101.125003784895,981.0486180673607
2101.1250038146973,2101.250003784895,1392.0911359740828
2101.2500038146973,2101.375003784895,563.313514424464
2101.3750038146973,2101.500003784895,954.7773574921329
2101.5000038146973,2101.625003784895,543.5276620267496
2101.6250038146973,2101.750003784895,692.282168121347
2101.7500038146973,2101.875003784895,1019.1921849165058
2101.8750038146973,2102.000003784895,643.8093621182943
2102.0000038146973,2102.125003784895,645.985272450093
2102.1250038146973,2102.250003784895,579.1076296827425
2102.2500038146973,2102.375003784895,681.1155580739638
2102.3750038146973,2102.500003784895,463.2638129763465
2102.5000038146973,2102.625003784895,831.2303538977187
2102.6250038146973,2102.750003784895,474.91309541570286
2102.7500038146973,2102.875003784895,454.3524999986496
2102.8750038146973,2103.000003784895,1104.0766953516559
2103.0000038146973,2103.125003784895,512.3997192706186
2103.1250038146973,2103.250003784895,695.3870734236347
2103.2500038146973,2103.375003784895,313.66731062917484
2103.3750038146973,2103.500003784895,274.9902429758596
2103.5000038146973,2103.625003784895,145.48624329166526
2103.6250038146973,2103.750003784895,275.69267868891006
2103.7500038146973,2103.875003784895,201.3015948737109
2103.8750038146973,2104.000003784895,165.85123195878336
2104.0000038146973,2104.125003784895,102.65705296442817
2104.1250038146973,2104.250003784895,64.20528847144156
2104.2500038146973,2104.375003784895,25.06582194006067
2104.3750038146973,2104.500003784895,37.25842025328502
2104.5000038146973,2104.625003784895,23.06086958578138
2104.6250038146973,2104.750003784895,15.189543009935395
2104.7500038146973,2104.875003784895,50.43778294486205
2104.8750038146973,2105.000003784895,63.67488268705377
2105.0000038146973,2105.125003784895,80.589690075691
2105.1250038146973,2105.250003784895,103.59540364657009
2105.2500038146973,2105.375003784895,33.794367764967355
2105.3750038146973,2105.500003784895,35.981229319509666
2105.5000038146973,2105.625003784895,34.55395081378196
2105.6250038146973,2105.750003784895,36.90870421477875
2105.7500038146973,2105.875003784895,82.15093511867047
2105.8750038146973,2106.000003784895,85.96212581913309
2106.0000038146973,2106.125003784895,120.8283239474065
2106.1250038146973,2106.250003784895,102.28364226129656
2106.2500038146973,2106.375003784895,92.4040996777114
2106.3750038146973,2106.500003784895,47.115934450543904
2106.5000038146973,2106.625003784895,53.13784912449823
2106.6250038146973,2106.750003784895,69.46914297564163
2106.7500038146973,2106.875003784895,113.61958617736613
2106.8750038146973,2107.000003784895,80.06406275998523
2107.0000038146973,2107.125003784895,116.57075691434102
2107.1250038146973,2107.250003784895,273.2166111715482
2107.2500038146973,2107.375003784895,54.84520835625634
2107.3750038146973,2107.500003784895,73.53536190201679
2107.5000038146973,2107.625003784895,74.78798424848924
2107.6250038146973,2107.750003784895,61.369994815824995
2107.7500038146973,2107.875003784895,147.42480048448914
2107.8750038146973,2108.000003784895,150.49538921423147
2108.0000038146973,2108.125003784895,63.71620448779686
2108.1250038146973,2108.250003784895,112.57152272299763
2108.2500038146973,2108.375003784895,96.62928670200412
2108.3750038146973,2108.500003784895,55.56812911421286
2108.5000038146973,2108.625003784895,68.28017884447807
2108.6250038146973,2108.750003784895,80.9056696723699
2108.7500038146973,2108.875003784895,82.31774190253726
2108.8750038146973,2109.000003784895,118.9963338290677
2109.0000038146973,2109.125003784895,105.89747395638508
2109.1250038146973,2109.250003784895,86.53005565620639
2109.2500038146973,2109.375003784895,85.5434228735713
2109.3750038146973,2109.500003784895,83.67946810232701
2109.5000038146973,2109.625003784895,651.034590732056
2109.6250038146973,2109.750003784895,230.98655801256132
2109.7500038146973,2109.875003784895,237.1973083684218
2109.8750038146973,2110.000003784895,62.79112774007382
2110.0000038146973,2110.125003784895,79.0986083249167
2110.1250038146973,2110.250003784895,94.90727126528255
2110.2500038146973,2110.375003784895,42.32526846019931
2110.3750038146973,2110.500003784895,996.3961245671491
2110.5000038146973,2110.625003784895,116.02638127476283
2110.6250038146973,2110.750003784895,114.88370210550315
2110.7500038146973,2110.875003784895,187.0805393914042
2110.8750038146973,2111.000003784895,136.90098900623292
2111.0000038146973,2111.125003784895,264.0874942619827
2111.1250038146973,2111.250003784895,122.89187606619889
2111.2500038146973,2111.375003784895,113.54663140478034
2111.3750038146973,2111.500003784895,135.7014877742326
2111.5000038146973,2111.625003784895,112.63506326660314
2111.6250038146973,2111.750003784895,138.59266735759618
